Longitude,Latitude,Name,Country,Year,Class,Type,SubType,Elevation,Fa,Fs,Wo,Value,cid,Mass
19.18367,54.75317,Dhofar 079,Oman,1999,H3,Stony,H Chondrite,181,29.5,19.1,0,17,512,130
18.73048,54.18233,Dhofar 1077,Oman,2001,L5/6,Stony,L Chondrite,205.1,24.5,20.5,0,17,512,118.9
18.1575,54.09333,Dhofar 111,Oman,2005,L5,Stony,L Chondrite,306,24.8,21.1,0,17,512,114
18.5345,54.64,Dhofar 1546,Oman,2008,L5,Stony,L Chondrite,248.2,24.7,20.9,46.2,17,512,119
18.42083,54.428,Dhofar 1584,Oman,2004,H5,Stony,H Chondrite,269.8,18.5,12.7,1.5,17,512,194
19.323,54.53717,Dhofar 1595,Oman,2004,L5,Stony,L Chondrite,168,24.5,19.1,1.3,17,512,130
19.28967,54.55092,Dhofar 1643,Oman,2011,L6,Stony,L Chondrite,166.7,23.7,19.7,0,17,512,122.2
19.2701,54.49733,Dhofar 1681,Oman,2011,H5,Stony,H Chondrite,160.1,17.5,15.7,1.2,17,512,153
18.86175,54.89692,Dhofar 2006 ,Oman,2003,H4,Stony,H Chondrite,206.5,24,20.9,0.9,17,512,116.2
18.6305,54.73283,Dhofar 244,Oman,2001,H5,Stony,H Chondrite,238,15,14,0,17,512,178.3
19.10633,54.81733,Dhofar 382,Oman,2001,H5/6,Stony,H Chondrite,194.1,18.5,16,0,17,512,151
19.1073,54.81752,Dhofar 383,Oman,2001,H5,Stony,H Chondrite,194,18.5,17,0,17,512,139
19.30017,54.53572,Dhofar 402,Oman,2001,H6,Stony,H Chondrite,161.7,19.5,17.5,0,17,512,140
18.76392,54.23132,Dhofar 417,Oman,2001,H4/5,Stony,H Chondrite,205.9,17.5,15.5,0,17,512,161
18.76628,54.66063,Dhofar 578,Oman,2001,L6,Stony,L Chondrite,214.8,26.5,22.5,0,17,512,108
19.1079,54.81267,Dhofar 630,Oman,2001,H5,Stony,H Chondrite,193.2,19.5,17,0,17,512,146
19.19365,54.7766,Dhofar 650,Oman,2001,L6,Stony,L Chondrite,182.3,25.5,21.5,0,17,512,114
19.22157,54.62478,Dhofar 676,Oman,2001,L6,Stony,L Chondrite,183.1,25.5,21.5,0,17,512,110
19.42977,54.80397,Dhofar 694,Oman,2001,H5,Stony,H Chondrite,127,19,17,0,17,512,147
18.2776,54.32358,Dhofar 766,Oman,2000,H6,Stony,H Chondrite,287.5,16.9,16.2,1.5,17,512,152
18.69225,54.59118,Dhofar 774,Oman,2000,L6,Stony,L Chondrite,222.4,23.6,20.8,1.5,17,512,115
18.64482,54.00393,Dhofar 835,Oman,2001,H5,Stony,H Chondrite,212.3,17.8,15.5,1.2,17,512,160.091
29.36667,4.75,El Atchane 016,Algeria,1998,H5,Stony,H Chondrite,321.5,17.8,15.6,0,17,12,156
-24.85,-70.53333,El M‚dano 049,Chile,2011,H4,Stony,H Chondrite,18,19,17.4,1,17,152,138
-24.85,-70.53333,El M‚dano 199,Chile,2011,H6,Stony,H Chondrite,18,18.9,16.1,1.7,17,152,148
26.82583,27.14233,Great Sand Sea 038,Egypt,2007,H5,Stony,H Chondrite,216.7,18.8,17.1,0,17,818,146.04
28.86667,12.65,Hammadah al Hamra 034,Libya,1990,L6,Stony,L Chondrite,651,25.4,21.8,0,17,434,111
28.41067,13.25333,Hammadah al Hamra 143,Libya,1995,H5,Stony,H Chondrite,555,19.4,17.7,0,17,434,137
28.6465,13.143,Hammadah al Hamra 174,Libya,1996,L6,Stony,L Chondrite,586.4,25,21.1,0,17,434,113
28.6435,13.40667,Hammadah al Hamra 191,Libya,1996,LL6,Stony,L Chondrite,583.6,32,26.1,0,17,434,95
19.73252,56.34167,Jiddat al Harasis 459,Oman,2007,H6,Stony,H Chondrite,138.1,18.9,17,1.2,17,512,138.8
19.53048,55.18135,Jiddat al Harasis 520,Oman,2008,L6,Stony,L Chondrite,152.4,24,20.4,0.3,17,512,117.1
-24.7,-69.75,Los Vientos 001 ,Chile,2009,Diogenite-pm,Stony,Asteroidal Achondrite,1925,0,33.4,0.9,17,152,73
33.40333,10.45833,Metameur 003 ,Tunisia,2005,L4,Stony,L Chondrite,80,26,19.5,0,17,788,126
29.91667,-5.58333,Northwest Africa 004,Morocco,1999,L4,Stony,L Chondrite,592,22.2,20.5,0,17,504,115
29.91667,-5.58333,Northwest Africa 019,Morocco,1999,L4,Stony,L Chondrite,592,22.2,21,0,17,504,116
-30.57039,131.77406,Ooldea 005 ,Australia,2013,H5,Stony,H Chondrite,106.3,19.3,16.9,1.57,17,36,144.3
21.16638,58.41035,Ramlat al Wahibah 016,Oman,2006,L6,Stony,L Chondrite,78,25,21.2,2.9,17,512,115.4
20.56848,56.10217,Ramlat as Sahmah 114,Oman,2003,H5,Stony,H Chondrite,132.3,18.9,16.9,0,17,512,142.4
20.80225,55.44393,Ramlat as Sahmah 333,Oman,2010,H3.6,Stony,H Chondrite,104.2,25,24.3,1.6,17,512,100.683
20.44685,56.25488,Ramlat as Sahmah 419,Oman,2010,L6,Stony,L Chondrite,143.3,24.1,20.1,1.7,17,512,122.209
35.4005,-117.66617,Randsburg,USA,2005,L5,Stony,L Chondrite,906.7,25.3,22,0,17,840,112.9
-25.4415,-69.876167,San Juan 020,Chile,2008,H5,Stony,H Chondrite,1703.9,30,16.1,0,17,152,151
-25.43933,-69.8635,San Juan 055 ,Chile,2010,H3,Stony,H Chondrite,1709.4,11.9,14.9,1.46,17,152,168
21.2921,57.178,Sayh al Uhaymir 488,Oman,2008,H6,Stony,H Chondrite,137.4,19.2,17.4,1.4,17,512,143.3
21.05918,57.2762,Sayh al Uhaymir 540,Oman,2011,L6,Stony,L Chondrite,127.7,24,20.3,0,17,512,120
18.88598,55.6001,Shalim 021,Oman,2011,H3-5,Stony,H Chondrite,210.4,29,23.1,1.2,17,512,104.5
18.53733,53.93312,Shisr 018,Oman,2001,L6,Stony,L Chondrite,238.8,25.5,21.2,1.2,17,512,116.538
-30.16867,126.28717,Sleeper Camp 012,Australia,1991,L6,Stony,L Chondrite,239,25,20.8,0,17,36,117
25.29038,0.05622,Tanezrouft 086,Algeria,2003,H5,Stony,H Chondrite,293.8,19.6,17.6,0,17,12,136
34.78698,-114.25052,Warm Springs Wilderness,USA,2003,H4-6,Stony,H Chondrite,452.5,17.7,15.6,0,17,840,156.9
49.52167,16.03333,?d' r nad S zavou ,Czech Republic,2014,L3,Stony,L Chondrite,612,40,53,0,17,203,45
27.58333,4.25,Acfer 036,Algeria,1989,L5-6,Stony,L Chondrite,458,25.3,20.7,0,16,12,112
27.45,3.75,Acfer 107,Algeria,1990,L6,Stony,L Chondrite,430,25.4,21.4,0,16,12,105
27.48333,3.8,Acfer 110,Algeria,1990,L6,Stony,L Chondrite,438,24.9,20.8,0,16,12,107
27.6,4.2,Acfer 129,Algeria,1990,H3,Stony,H Chondrite,454,17.2,13.9,0,16,12,162
27.64028,4.17056,Acfer 215,Algeria,1991,L5,Stony,L Chondrite,453.8,25,21.6,0,16,12,107
27.42958,3.87135,Acfer 361,Algeria,2002,H4,Stony,H Chondrite,436.3,20.2,16.3,0,16,12,138
-30.32,126.606,Camel Donga 048,Australia,1993,L5,Stony,L Chondrite,226.8,25.3,21.7,0,16,36,104.3
27.1585,16.45617,Dar al Gani 1007,Libya,1999,L6,Stony,L Chondrite,611.7,20.6,18.2,0,16,434,124
27.57139,16.08333,Dar al Gani 1019,Libya,1999,L5,Stony,L Chondrite,509,24.2,21.3,0,16,434,104.1
27.11167,16.02983,Dar al Gani 120,Libya,1996,H5,Stony,H Chondrite,578.6,18.6,16.8,0,16,434,132
26.98333,16.506,Dar al Gani 143,Libya,1996,H5/6,Stony,H Chondrite,616.4,19.7,17.6,0,16,434,133
27.185,16.1335,Dar al Gani 151,Libya,2005,H5,Stony,H Chondrite,583,19.5,17.2,0,16,434,130
27.03083,16.5215,Dar al Gani 162,Libya,1996,LL6,Stony,L Chondrite,621.2,31.4,25.6,0,16,434,89
27.09583,16.03683,Dar al Gani 201,Libya,1996,H6,Stony,H Chondrite,576.2,20.1,18.1,0,16,434,129
27.12033,16.063,Dar al Gani 213,Libya,1996,H6,Stony,H Chondrite,580.8,19.2,17,0,16,434,136
27.15217,16.05683,Dar al Gani 238,Libya,1997,H6,Stony,H Chondrite,579.9,19.3,17.1,0,16,434,134
27.2035,16.3115,Dar al Gani 335,Libya,1997,H5,Stony,H Chondrite,595.4,17.9,15.9,0,16,434,147
27.182,16.15017,Dar al Gani 337,Libya,1997,H6,Stony,H Chondrite,584.4,18.6,16.3,0,16,434,142.5
27.23867,16.12967,Dar al Gani 352,Libya,1997,L5,Stony,L Chondrite,582.7,23.8,20.2,0,16,434,111
27.87333,15.9135,Dar al Gani 374,Libya,1997,L6,Stony,L Chondrite,530,24.6,20.4,0,16,434,111
27.479,16.03917,Dar al Gani 424,Libya,1998,H5,Stony,H Chondrite,564.2,18.4,16.3,0,16,434,144
27.7875,15.855,Dar al Gani 454,Libya,1998,H3.9,Stony,H Chondrite,531,16.9,13.9,1,16,434,161
27.27183,16.0535,Dar al Gani 506,Libya,1998,L6,Stony,L Chondrite,573.2,27,23,0,16,434,98
27.01867,16.32033,Dar al Gani 529,Libya,1998,L6,Stony,L Chondrite,600.6,27,22,0,16,434,101
27.18867,16.33383,Dar al Gani 531,Libya,1998,L6,Stony,L Chondrite,598.3,27,22,0,16,434,103
18.81833,54.455,Dhofar 1313,Oman,2004,H6,Stony,H Chondrite,207,17.7,15.3,1.5,16,512,154
18.2025,54.05167,Dhofar 1479,Oman,2003,H5/6,Stony,H Chondrite,298,18.8,16.8,0,16,512,132
19.17692,54.86547,Dhofar 1621,Oman,2009,CO3,Stony,Carbonaceous chondrite,184.9,40.6,27,0,16,512,85
18.57083,54.449,Dhofar 1632,Oman,2004,L5,Stony,L Chondrite,242.6,24.9,21.3,2.3,16,512,110
18.92283,54.57283,Dhofar 1640,Oman,2004,H5,Stony,H Chondrite,197.9,18.3,15.8,1.4,16,512,144
19.18639,54.61472,Dhofar 1750,Oman,2011,H5,Stony,H Chondrite,181.1,19.5,18.4,1.4,16,512,123
18.83667,54.27,Dhofar 194,Oman,2000,H4,Stony,H Chondrite,194,18.7,17.2,0,16,512,134
18.7115,54.157,Dhofar 1984 ,Oman,2011,Lunar (feldsp. breccia),Stony,Lunar Achondrite,202.7,15,69.7,10,16,512,32.1
18.485,54.315,Dhofar 220,Oman,2001,H4,Stony,H Chondrite,248,18.2,17.2,0,16,512,132
19.13333,54.81827,Dhofar 392,Oman,2001,H5/6,Stony,H Chondrite,191.9,19.5,17,0,16,512,131
18.9135,54.4838,Dhofar 450,Oman,2001,L6,Stony,L Chondrite,196.8,25,21.5,0,16,512,104
18.70712,54.18305,Dhofar 602,Oman,2001,H5/6,Stony,H Chondrite,209.1,18.5,16.5,0,16,512,137
19.20277,54.65562,Dhofar 638,Oman,2001,L6,Stony,L Chondrite,190.4,25.5,21.5,0,16,512,103
19.26,54.805,Dhofar 744,Oman,2002,H6,Stony,H Chondrite,191,16.6,16.9,1.6,16,512,132
19.0604,54.53672,Dhofar 797,Oman,2001,H6,Stony,H Chondrite,168.9,19.4,17.1,1,16,512,132.189
18.56528,54.0807,Dhofar 806,Oman,2001,L5,Stony,L Chondrite,235.8,23.7,19.8,1.6,16,512,117.237
18.52833,54.00333,Dhofar 839,Oman,2002,H5,Stony,H Chondrite,244,18.2,17.9,1.3,16,512,126
19.34167,54.56,Dhofar 840,Oman,2002,H4,Stony,H Chondrite,170,18.4,17.6,1.2,16,512,126
18.46167,54.01,Dhofar 847,Oman,2001,H6,Stony,H Chondrite,252,18.5,17.5,0.9,16,512,130
19.105,54.81833,Dhofar 931,Oman,2002,L6,Stony,L Chondrite,191,24.2,22.1,0,16,512,105
19.21667,54.65667,Dhofar 956,Oman,2002,L4,Stony,L Chondrite,187,23.4,19.8,0,16,512,114
29.76306,4.23528,El Atchane 004,Algeria,1991,H4/5,Stony,H Chondrite,304,18.9,17.2,0,16,12,133
29.53722,4.22639,El Atchane 005,Algeria,1991,H5,Stony,H Chondrite,336.2,19.8,17.1,0,16,12,132
-24.85,-70.53333,El M‚dano 004,Chile,2010,H4,Stony,H Chondrite,18,17.4,15.2,1.34,16,152,151
-24.85,-70.53333,El M‚dano 023,Chile,2010,L6,Stony,L Chondrite,18,24,20.2,1.7,16,152,115
-24.85,-70.53333,El M‚dano 037,Chile,2010,L6,Stony,L Chondrite,18,24.7,20.4,1.05,16,152,111
-24.85,-70.53333,El M‚dano 111,Chile,2011,H5,Stony,H Chondrite,18,18.8,16.9,2.2,16,152,139
-24.85,-70.53333,El M‚dano 261,Chile,2013,H3,Stony,H Chondrite,18,17,45,1.2,16,152,52
28.81667,12.73333,Hammadah al Hamra 028,Libya,1990,H4,Stony,H Chondrite,634,18,15.5,0,16,434,143
28.75817,12.60733,Hammadah al Hamra 182,Libya,1996,L6,Stony,L Chondrite,609.4,25.6,22.1,0,16,434,106
28.76783,12.7265,Hammadah al Hamra 325,Libya,1999,H5,Stony,H Chondrite,623.6,18.9,17.8,0,16,434,129
-30.55167,129.22133,Hughes 017,Australia,1991,H6,Stony,H Chondrite,155,19,17,0,16,36,138
-30.17306,129.53611,Hughes 031,Australia,1991,L4,Stony,L Chondrite,172.3,22.9,18.8,0,16,36,120
31.49852,-5.71742,Istifane 001 ,Morocco,2005,H4,Stony,H Chondrite,1829.7,19.2,17.5,1.3,16,504,131.6
19.72395,55.7939,Jiddat al Harasis 086,Oman,2002,H6,Stony,H Chondrite,149.8,19.3,18,1.3,16,512,123.34
19.98342,56.32412,Jiddat al Harasis 255,Oman,2005,H5,Stony,H Chondrite,121.2,17.6,15.8,1.6,16,512,140.2
19.96807,56.42157,Jiddat al Harasis 397,Oman,2002,H4,Stony,H Chondrite,152.5,17.9,16.5,1.6,16,512,139.1
19.50785,55.51785,Jiddat al Harasis 686,Oman,2011,H4,Stony,H Chondrite,173.2,17.7,15.3,1.2,16,512,148.3
19.3674,55.48092,Jiddat al Harasis 838 ,Oman,2003,Lunar,Stony,Lunar Achondrite,180.9,30,66,0,16,512,34.36
40.88412,-118.35265,Jungo 005 ,USA,2010,L6,Stony,L Chondrite,1271.2,26,22.2,1.4,16,840,103.6
19.13248,50.03245,Khawr al Fazra 002,Saudi Arabia,2013,H6,Stony,H Chondrite,263.1,18.4,16.6,1.1,16,682,133.717
27.16667,-9.5,Lahmada 004,Western Sahara,1999,H6,Stony,H Chondrite,503,19,16.8,0,16,732,139.6
40.70417,89.89278,Loulan Yizhi 003,China,2012,L4,Stony,L Chondrite,796.3,25,23,0,16,156,97.5
-30.1755,130.089,Muckera 003,Australia,1991,L6,Stony,L Chondrite,134.3,25.7,21.7,1.5,16,36,104
30.08333,-5.66667,Northwest Africa 160,Morocco,2000,H4,Stony,H Chondrite,791.9,17.2,16.5,0,16,504,137
29.91667,-5.58333,Northwest Africa 253,Morocco,1999,L5,Stony,L Chondrite,592,24.1,20.3,0,16,504,114
-30.62956,131.88625,Ooldea 007 ,Australia,2013,H3,Stony,H Chondrite,113.7,19.4,17.2,1.98,16,36,135.1
21.3729,58.40492,Ramlat al Wahibah 036,Oman,2006,H4/5,Stony,H Chondrite,107.6,20.4,17,1.1,16,512,131.4
20.04683,56.4835,Ramlat as Sahmah 009,Oman,2004,H5,Stony,H Chondrite,146.6,17.8,15.6,1.2,16,512,146
20.5501,55.92748,Ramlat as Sahmah 233,Oman,2003,H5,Stony,H Chondrite,135.2,20.5,18.4,1.4,16,512,121.7
20.02968,56.4332,Ramlat as Sahmah 265,Oman,2002,L3,Stony,L Chondrite,147.5,26.3,22.9,0,16,512,101.2
34.08333,-103.56667,Roosevelt County 082,USA,1969,H4,Stony,H Chondrite,1277.7,17.8,16.4,0,16,840,138
-25.441167,-69.871167,San Juan 028,Chile,2008,H5,Stony,H Chondrite,1709.4,17.9,15.3,0,16,152,151
21.048,57.28667,Sayh al Uhaymir 015,Oman,1999,H5,Stony,H Chondrite,124.8,18.3,17.4,0,16,512,132
20.68267,57.179,Sayh al Uhaymir 019,Oman,1999,L6,Stony,L Chondrite,133.1,25.3,21.1,0,16,512,110
21.09033,57.24733,Sayh al Uhaymir 023,Oman,1999,H6,Stony,H Chondrite,130.4,19.1,17,0,16,512,136
21.01833,57.31333,Sayh al Uhaymir 104,Oman,2001,H5,Stony,H Chondrite,125,18.8,16.9,1.9,16,512,136
21.0835,57.25275,Sayh al Uhaymir 204,Oman,1998,H5,Stony,H Chondrite,132.7,19.4,16.7,1.5,16,512,139.96
-30.17367,126.29233,Sleeper Camp 005,Australia,1991,H5,Stony,H Chondrite,240.6,20.7,17.3,0,16,36,129
36.235,-116.18358,Stewart Valley 012 ,USA,2012,H6,Stony,H Chondrite,750.7,19.1,17.3,0,16,840,130
25.45,0.55,Tanezrouft 003,Algeria,1989,H4,Stony,H Chondrite,302,16.8,16.5,0,16,12,142
25.3,0.2,Tanezrouft 061 ,Algeria,2002,L3.9,Stony,L Chondrite,297,32,36,0,16,12,65
22.89406,55.1705,United Arab Emirates 027,United Arab Emirates,2009,L6,Stony,L Chondrite,93.1,24.7,21,0,16,784,107
27.68333,4.48333,Acfer 070,Algeria,1990,H4-5,Stony,H Chondrite,462,18.1,15.9,0,15,12,138
27.55,4.03333,Acfer 135,Algeria,1990,H5,Stony,H Chondrite,445,19.4,17,0,15,12,124
27.5,3.93333,Acfer 159,Algeria,1990,H3,Stony,H Chondrite,443,17.2,18,0,15,12,123
27.52417,3.79694,Acfer 220,Algeria,1991,H5,Stony,H Chondrite,436.3,20.3,18.1,0,15,12,117
27.52222,3.94694,Acfer 254,Algeria,1991,L6,Stony,L Chondrite,439.3,25.2,21.3,0,15,12,99
27.52444,3.87361,Acfer 259,Algeria,1991,H3-6,Stony,H Chondrite,436.8,37.6,18.5,0,15,12,114
27.672,4.52633,Acfer 350,Algeria,2001,H4,Stony,H Chondrite,466,19.9,16.8,0,15,12,128
27.68883,4.386,Acfer 368,Algeria,2002,H4,Stony,H Chondrite,459,19.4,17,0,15,12,126
26.62583,3.94433,Acfer 373,Algeria,2002,H5,Stony,H Chondrite,366.6,18.7,16.6,0,15,12,128
27.6395,3.935,Acfer 376,Algeria,2002,H6,Stony,H Chondrite,440.8,18.8,16.6,0,15,12,132
19.14025,57.58427,Al Huqf 068,Oman,2009,L3,Stony,L Chondrite,43,39,13.1,1,15,512,165.4
22.74733,55.39522,Al Huwaysah 004,Oman,2010,H5,Stony,H Chondrite,104.4,17.5,15.6,1.9,15,512,141.51
22.75978,55.3908,Al Huwaysah 011,Oman,2010,L4-5,Stony,L Chondrite,105.5,22,18.8,45.1,15,512,112.76
-31.01667,131.31667,Biduna Blowhole 001 ,Australia,2009,L4,Stony,L Chondrite,77,25.6,21.4,0,15,36,103.4
26.6325,-12.81025,Bou Kra,Western Sahara,2001,H6,Stony,H Chondrite,157,19.1,16.8,2.3,15,732,130
-30.31667,126.61667,Camel Donga 007,Australia,1986,L5,Stony,L Chondrite,228,24.7,21.9,0,15,36,100.3
-25.23333,-69.71667,Catalina 048,Chile,2010,LL5,Stony,L Chondrite,2178,26.3,22.2,0,15,152,97
34.216667,-115.05,Danby Dry Lake ,USA,2000,H6,Stony,H Chondrite,190.3,19,16.6,1.5,15,840,131
27.30583,16.13567,Dar al Gani 049,Libya,1995,L4/5,Stony,L Chondrite,584,24.7,21.4,0,15,434,100
27.1055,16.04583,Dar al Gani 072,Libya,1995,H6,Stony,H Chondrite,580.8,20.6,18.1,0,15,434,117
27.1045,16.00983,Dar al Gani 076,Libya,1995,H6,Stony,H Chondrite,575.6,20,17.8,0,15,434,123
27.37683,16.30233,Dar al Gani 1001,Libya,1999,H6,Stony,H Chondrite,593,18.8,16.5,0,15,434,132
27.04133,16.38767,Dar al Gani 1010,Libya,2000,Ure,Stony,Asteroidal Achondrite,608.6,20.7,18.5,0,15,434,119
27.03017,16.53683,Dar al Gani 161,Libya,1996,H5/6,Stony,H Chondrite,622.9,19.9,17.9,0,15,434,120
27.12317,16.223,Dar al Gani 268,Libya,1997,H6,Stony,H Chondrite,592.1,19,16.7,0,15,434,128
27.37817,16.31217,Dar al Gani 278,Libya,1997,L6,Stony,L Chondrite,593.9,24.6,21.5,0,15,434,97
27.1685,16.1845,Dar al Gani 304,Libya,1997,H6,Stony,H Chondrite,589.5,19.6,17,0,15,434,128
27.179,16.11267,Dar al Gani 338,Libya,1997,H6,Stony,H Chondrite,582.6,19,16.6,0,15,434,131
27.8745,15.87217,Dar al Gani 421,Libya,1998,L6,Stony,L Chondrite,527.9,23.6,20.2,1.2,15,434,105
27.14167,16.0865,Dar al Gani 518,Libya,1998,H6,Stony,H Chondrite,581.2,20,19,0,15,434,114
27.1365,16.0835,Dar al Gani 523,Libya,1998,L4/5,Stony,L Chondrite,583.4,26,21,0,15,434,100
27.20267,16.11717,Dar al Gani 546,Libya,1998,L6,Stony,L Chondrite,583.8,26,22,0,15,434,100
26.98333,16.4,Dar al Gani 702,Libya,1999,L6,Stony,L Chondrite,607,24,22,0,15,434,96
26.93333,16.41667,Dar al Gani 712,Libya,1999,H4,Stony,H Chondrite,597,17,15,0,15,434,146
26.96667,16.36667,Dar al Gani 715,Libya,1999,L6,Stony,L Chondrite,603,25,22,0,15,434,98
26.99817,16.43967,Dar al Gani 809,Libya,2000,L6,Stony,L Chondrite,612.4,23.8,21.3,1.9,15,434,97.8
27.08333,16.11667,Dar al Gani 880,Libya,2000,H6,Stony,H Chondrite,583,17,16,0,15,434,131
27.13333,16.2,Dar al Gani 921,Libya,2000,H5,Stony,H Chondrite,592,20,18,0,15,434,123
26.95,16.45,Dar al Gani 929,Libya,2000,H3,Stony,H Chondrite,611,19,18,0,15,434,119
19.11167,54.8195,Dhofar 038,Oman,1999,H5,Stony,H Chondrite,192.6,18.8,16.7,0,15,512,126
19.15633,54.82417,Dhofar 052,Oman,1999,L6,Stony,L Chondrite,188.4,23.9,20.1,0,15,512,108
18.86328,54.67993,Dhofar 1064,Oman,2000,L6,Stony,L Chondrite,203,24.5,20.5,0,15,512,105
19.17694,54.89417,Dhofar 1739,Oman,2011,H4,Stony,H Chondrite,196,19.1,16.3,2,15,512,130
18.817,54.766,Dhofar 1767 ,Oman,2013,Howardite,Stony,H Chondrite,202.4,4.7,51.9,42,15,512,40
18.5855,54.40787,Dhofar 1830 ,Oman,2011,H6,Stony,H Chondrite,233.7,24,29,0.6,15,512,76.3
18.34167,54.195,Dhofar 189,Oman,2000,H3.8,Stony,H Chondrite,274,18.3,18.1,0,15,512,120
18.8915,54.376,Dhofar 1964,Oman,2004,H5,Stony,H Chondrite,189,19.9,16.8,0,15,512,124
18.5985,54.03383,Dhofar 252,Oman,2001,H3,Stony,H Chondrite,227.3,27,34,0,15,512,64.3
18.90167,54.56167,Dhofar 268,Oman,2000,H4,Stony,H Chondrite,206,19.2,16.9,1.2,15,512,124
19.10322,54.79433,Dhofar 386,Oman,2001,H5/6,Stony,H Chondrite,194.2,18.5,16,0,15,512,138
19.10895,54.81452,Dhofar 388,Oman,2001,H5,Stony,H Chondrite,193.5,19,17,0,15,512,126
18.69238,54.19085,Dhofar 592,Oman,2001,L5/6,Stony,L Chondrite,209,24,20.5,0,15,512,108
19.14145,54.6593,Dhofar 619,Oman,2001,H5/6,Stony,H Chondrite,177.3,18,15.5,0,15,512,140
18.65065,53.92492,Dhofar 643,Oman,2001,H6,Stony,H Chondrite,210.6,20.5,17.5,0,15,512,124
19.09042,54.08753,Dhofar 661,Oman,2001,LL4-6,Stony,L Chondrite,165.8,28.5,22,0,15,512,95
19.30697,54.71355,Dhofar 683,Oman,2001,H5,Stony,H Chondrite,175.8,19,17,0,15,512,126
19.0456,54.494,Dhofar 821,Oman,2001,H4,Stony,H Chondrite,168.1,18.8,16.5,1.2,15,512,133.216
18.24333,54.135,Dhofar 852,Oman,2001,H4,Stony,H Chondrite,289,19.3,17.7,1.2,15,512,122
18.395,54.13667,Dhofar 857,Oman,2001,H6,Stony,H Chondrite,255,19,17.4,1.4,15,512,126
19.38333,54.59333,Dhofar 863,Oman,2002,L5,Stony,L Chondrite,157,24.1,21,1.5,15,512,102
-24.85,-70.53333,El M‚dano 020,Chile,2010,L6,Stony,L Chondrite,18,24.6,20.5,1.59,15,152,102
-24.85,-70.53333,El M‚dano 025,Chile,2010,H6,Stony,H Chondrite,18,18.4,16.2,1.1,15,152,132
-24.85,-70.53333,El M‚dano 127,Chile,2011,H5,Stony,H Chondrite,18,18.3,16.1,1.7,15,152,130
-24.85,-70.53333,El M‚dano 191,Chile,2011,H5,Stony,H Chondrite,18,17.9,16,1.5,15,152,138
-31.66417,141.23375,Eldee 002,Australia,2006,L6 (melt breccia),Stony,L Chondrite,177.5,25.4,21.2,1.5,15,36,101
26.62533,26.19833,Great Sand Sea 036,Egypt,2007,H5,Stony,H Chondrite,276,19.1,16.7,0,15,818,128.91
26.8235,27.1415,Great Sand Sea 039,Egypt,2007,H5,Stony,H Chondrite,232,18.8,16.7,0,15,818,128.63
28.96667,12.61667,Hammadah al Hamra 021,Libya,1990,H4,Stony,H Chondrite,647,18.5,16.7,0,15,434,127
28.686,12.90267,Hammadah al Hamra 270,Libya,2000,L3-5,Stony,L Chondrite,601.4,25,21,2.1,15,434,100
-30.668,129.462,Hughes 021,Australia,1991,L3,Stony,L Chondrite,150.3,62,13.5,0,15,36,159.9
-30.21583,129.72083,Hughes 022,Australia,1991,L5/6,Stony,L Chondrite,161,25,21.1,0,15,36,104
19.93645,56.36058,Jiddat al Harasis 428,Oman,2007,H6,Stony,H Chondrite,139.7,18.7,16.5,1.1,15,512,131.4
19.74997,56.30958,Jiddat al Harasis 452,Oman,2007,L4,Stony,L Chondrite,141.5,22.7,21.3,1.6,15,512,100.6
19.77558,56.35355,Jiddat al Harasis 462,Oman,2007,L6,Stony,L Chondrite,139.6,23.8,19.8,1.6,15,512,106.1
19.19395,55.41717,Jiddat al Harasis 617,Oman,2009,H5,Stony,H Chondrite,206.6,18.6,16.4,1.1,15,512,128.4
19.70517,55.75342,Jiddat al Harasis 638,Oman,2010,LL4,Stony,L Chondrite,150.8,27.7,24.6,2.2,15,512,88.2
19.97092,56.4421,Jiddat al Harasis 654,Oman,2011,H4,Stony,H Chondrite,149.7,26,26,1.5,15,512,80
19.83028,56.48194,Jiddat al Harasis 743,Oman,2011,L4,Stony,L Chondrite,157.9,25.9,20.6,1.6,15,512,105
19.97564,56.42783,Jiddat al Harasis 870,Oman,2009,H6,Stony,H Chondrite,148.9,18,17.6,2.6,15,512,121.3
22.68,70.31333,Jodiya ,India,2006,L5,Stony,L Chondrite,12,25.1,21.2,1.34,15,356,100
40.9551,-118.35052,Jungo 004 ,USA,2010,H6,Stony,H Chondrite,1270.5,20.6,18.3,0,15,840,114.2
27.16667,-9.5,Lahmada 005,Western Sahara,1999,L4/5,Stony,L Chondrite,503,23.7,21.3,0,15,732,103.1
27.16667,-9.5,Northwest Africa 040,Western Sahara,1999,H4,Stony,H Chondrite,503,17.5,16.5,0,15,732,130
-29.73167,126.23833,Nyanga Lake 003,Australia,1986,H5,Stony,H Chondrite,212,19,17,0,15,36,129.1
-30.71314,131.45997,O'Malley 021 ,Australia,2012,H4,Stony,H Chondrite,97.3,17.8,15.5,1.33,15,36,140.8
20.2023,56.36668,Ramlat as Sahmah 001,Oman,2003,L6,Stony,L Chondrite,143,24.5,21.3,1.3,15,512,97.533
20.01798,56.41798,Ramlat as Sahmah 242,Oman,2005,LL4,Stony,L Chondrite,146,27.7,22.7,1.6,15,512,96.6
20.57807,56.39488,Ramlat as Sahmah 282,Oman,2009,H3-5,Stony,H Chondrite,136.4,22.5,16,0.8,15,512,132
